i: [1,27,0,10,1,1,0,0] t26_xtuple_0
a: [3,39,0,10,1,27]
12. ! [X0] : ! [X1] : ! [X2] : ! [X3] : ((r1_tarski(X2,X3) & r1_tarski(X0,X1)) => r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3))) [input t13_xboole_1]
13. ! [X0] : ! [X1] : k9_xtuple_0(k2_xboole_0(X0,X1)) = k2_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)) [input t23_xtuple_0]
14. ! [X0] : ! [X1] : r1_tarski(k4_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k4_xboole_0(X0,X1))) [input t25_xtuple_0]
15. ~! [X0,X1] : r1_tarski(k5_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k5_xboole_0(X0,X1))) [flattening 2]
16. ! [X0,X1] : k9_xtuple_0(k2_xboole_0(X0,X1)) = k2_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)) [flattening 13]
17. ! [X0,X1] : r1_tarski(k4_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k4_xboole_0(X0,X1))) [flattening 14]
18. ! [X0,X1] : k5_xboole_0(X0,X1) = k2_xboole_0(k4_xboole_0(X0,X1),k4_xboole_0(X1,X0)) [flattening 5]
19. ! [X0,X1,X2,X3] : ((r1_tarski(X2,X3) & r1_tarski(X0,X1)) => r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3))) [flattening 12]
22. ? [X0,X1] : ~r1_tarski(k5_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k5_xboole_0(X0,X1))) [ennf transformation 15]
23. ! [X0,X1,X2,X3] : (r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3)) | (~r1_tarski(X2,X3) | ~r1_tarski(X0,X1))) [ennf transformation 19]
24. ! [X0,X1,X2,X3] : (r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3)) | ~r1_tarski(X2,X3) | ~r1_tarski(X0,X1)) [flattening 23]
25. ? [X0,X1] : ~r1_tarski(k5_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k5_xboole_0(X0,X1))) => ~r1_tarski(k5_xboole_0(k9_xtuple_0(sK0),k9_xtuple_0(sK1)),k9_xtuple_0(k5_xboole_0(sK0,sK1))) [choice axiom]
26. ~r1_tarski(k5_xboole_0(k9_xtuple_0(sK0),k9_xtuple_0(sK1)),k9_xtuple_0(k5_xboole_0(sK0,sK1))) [skolemisation 22,25]
27. ~r1_tarski(k5_xboole_0(k9_xtuple_0(sK0),k9_xtuple_0(sK1)),k9_xtuple_0(k5_xboole_0(sK0,sK1))) [cnf transformation 26] {a:0,w:10,wCS:1000,goal:1,sine:0,thAx:0,allAx:2,thDist:-2}
28. k9_xtuple_0(k2_xboole_0(X0,X1)) = k2_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)) [cnf transformation 16] {a:0,w:10,wCS:4000,nSel:1,sine:1,thAx:0,allAx:1,thDist:-1}
29. r1_tarski(k4_xboole_0(k9_xtuple_0(X0),k9_xtuple_0(X1)),k9_xtuple_0(k4_xboole_0(X0,X1))) [cnf transformation 17] {a:0,w:10,wCS:4000,nSel:1,sine:255,thAx:0,allAx:1,thDist:-1}
30. k5_xboole_0(X0,X1) = k2_xboole_0(k4_xboole_0(X0,X1),k4_xboole_0(X1,X0)) [cnf transformation 18] {a:0,w:11,wCS:4400,nSel:1,sine:255,thAx:0,allAx:1,thDist:-1}
31. r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3)) | ~r1_tarski(X2,X3) | ~r1_tarski(X0,X1) [cnf transformation 24] {a:0,w:13,wCS:5200,nSel:1,sine:1,thAx:0,allAx:1,thDist:-1}
35. k2_xboole_0(X0,X1) = k2_xboole_0(X1,X0) [cnf transformation 3] {a:0,w:7,wCS:2800,nSel:1,sine:2,thAx:0,allAx:1,thDist:-1}
37. 1 <=> r1_tarski(k5_xboole_0(k9_xtuple_0(sK0),k9_xtuple_0(sK1)),k9_xtuple_0(k5_xboole_0(sK0,sK1))) [avatar definition]
39. ~r1_tarski(k5_xboole_0(k9_xtuple_0(sK0),k9_xtuple_0(sK1)),k9_xtuple_0(k5_xboole_0(sK0,sK1))) <- (~1) [avatar component clause 37] {a:0,w:10,wCS:1000,nSel:1,goal:1,sine:255,thAx:0,allAx:2,thDist:-2}
40. ~1 [avatar split clause 27,37]
48. k2_xboole_0(k4_xboole_0(X4,X3),k4_xboole_0(X3,X4)) = k5_xboole_0(X3,X4) [superposition 30,35] {a:1,w:11,wCS:4400,nSel:1,sine:2,thAx:0,allAx:2,thDist:-2}
67. r1_tarski(k2_xboole_0(X13,X14),k9_xtuple_0(k2_xboole_0(X11,X12))) | ~r1_tarski(X14,k9_xtuple_0(X12)) | ~r1_tarski(X13,k9_xtuple_0(X11)) [superposition 31,28] {a:1,w:16,wCS:6400,nSel:1,sine:1,thAx:0,allAx:2,thDist:-2}
222. r1_tarski(k5_xboole_0(X20,X19),k9_xtuple_0(k2_xboole_0(X21,X22))) | ~r1_tarski(k4_xboole_0(X20,X19),k9_xtuple_0(X22)) | ~r1_tarski(k4_xboole_0(X19,X20),k9_xtuple_0(X21)) [superposition 67,48] {a:2,w:20,wCS:8000,nSel:1,sine:1,thAx:0,allAx:4,thDist:-4}
1300. ~r1_tarski(k4_xboole_0(X27,X26),k9_xtuple_0(k4_xboole_0(X24,X25))) | ~r1_tarski(k4_xboole_0(X26,X27),k9_xtuple_0(k4_xboole_0(X25,X24))) | r1_tarski(k5_xboole_0(X26,X27),k9_xtuple_0(k5_xboole_0(X25,X24))) [superposition 222,48] {a:3,w:24,wCS:9600,nSel:1,sine:1,thAx:0,allAx:6,thDist:-6}
6284. $false <- (~1) [unit resulting resolution 39,29,29,1300] {a:4,w:0,goal:1,sine:1,thAx:0,allAx:10,thDist:-10}
6292. 1 [avatar contradiction clause 6284]
6298. $false [avatar sat refutation 40,6292] {a:0,w:0,goal:1,sine:0,thAx:0,allAx:13,thDist:-13}
% SZS output end Proof for xtuple_0__t26_xtuple_0
% ------------------------------
% Version: Vampire 4.5.1 (commit 226f88162 on 2021-09-12 20:13:44 +0200)
% Termination reason: Refutation

% >>> Input
% Input formulas: 13
% Introduced skolems: 2
% 
% >>> Saturation
% Initial clauses: 9
% Generated clauses: 6266
% Active clauses: 116
% Passive clauses: 4564
% Final active clauses: 116
% Final passive clauses: 4128
% Main loop iterations started: 436
% 
% >>> Simplifying Inferences
% Duplicate literals: 12
% Fw subsumption resolutions: 6
% Fw demodulations: 771
% 
% >>> Deletion Inferences
% Simple tautologies: 33
% Forward subsumptions: 1045
% Fw demodulations to eq. taut.: 148
% 
% >>> Generating Inferences
% Binary resolution: 42
% Unit resulting resolution: 1
% Forward superposition: 3252
% Backward superposition: 2146
% Self superposition: 26
% 
% >>> AVATAR
% Sat splitting refutations: 1
% 
% >>> SAT Solver Statistics
% SAT solver clauses: 4
% SAT solver unit clauses: 2
% 
% Memory used [KB]: 14583
% Time elapsed: 0.107 s
% ------------------------------
% ------------------------------
% Time measurement results:
% term sharing: 0.024 s
% backward subsumption index maintenance: 0.002 s
% forward superposition index maintenance: 0.001 s
% forward subsumption: 0.009 s
% forward subsumption resolution: 0.004 s
% forward demodulation: 0.050 s ( own 0.038 s ) 
% unit resulting resolution: 0.001 s
% superposition: 0.026 s ( own 0.014 s ) 
% passive container maintenance: 0.006 s
% other: 0.107 s ( own 0.008 s ) 

