i: [1,32,0,10,1,1,0,0] t46_xtuple_0
a: [3,46,0,10,1,32]
18. ! [X0] : ! [X1] : k14_xtuple_0(k2_xboole_0(X0,X1)) = k2_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)) [input t43_xtuple_0]
19. ! [X0] : ! [X1] : r1_tarski(k4_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k4_xboole_0(X0,X1))) [input t45_xtuple_0]
20. ~! [X0,X1] : r1_tarski(k5_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k5_xboole_0(X0,X1))) [flattening 2]
21. ! [X0,X1] : k14_xtuple_0(k2_xboole_0(X0,X1)) = k2_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)) [flattening 18]
22. ! [X0,X1] : r1_tarski(k4_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k4_xboole_0(X0,X1))) [flattening 19]
23. ! [X0,X1] : k5_xboole_0(X0,X1) = k2_xboole_0(k4_xboole_0(X0,X1),k4_xboole_0(X1,X0)) [flattening 7]
24. ! [X0,X1,X2,X3] : ((r1_tarski(X2,X3) & r1_tarski(X0,X1)) => r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3))) [flattening 17]
27. ? [X0,X1] : ~r1_tarski(k5_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k5_xboole_0(X0,X1))) [ennf transformation 20]
28. ! [X0,X1,X2,X3] : (r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3)) | (~r1_tarski(X2,X3) | ~r1_tarski(X0,X1))) [ennf transformation 24]
29. ! [X0,X1,X2,X3] : (r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3)) | ~r1_tarski(X2,X3) | ~r1_tarski(X0,X1)) [flattening 28]
30. ? [X0,X1] : ~r1_tarski(k5_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k5_xboole_0(X0,X1))) => ~r1_tarski(k5_xboole_0(k14_xtuple_0(sK0),k14_xtuple_0(sK1)),k14_xtuple_0(k5_xboole_0(sK0,sK1))) [choice axiom]
31. ~r1_tarski(k5_xboole_0(k14_xtuple_0(sK0),k14_xtuple_0(sK1)),k14_xtuple_0(k5_xboole_0(sK0,sK1))) [skolemisation 27,30]
32. ~r1_tarski(k5_xboole_0(k14_xtuple_0(sK0),k14_xtuple_0(sK1)),k14_xtuple_0(k5_xboole_0(sK0,sK1))) [cnf transformation 31] {a:0,w:10,wCS:1000,goal:1,sine:0,thAx:0,allAx:2,thDist:-2}
35. k14_xtuple_0(k2_xboole_0(X0,X1)) = k2_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)) [cnf transformation 21] {a:0,w:10,wCS:4000,nSel:1,sine:1,thAx:0,allAx:1,thDist:-1}
36. r1_tarski(k4_xboole_0(k14_xtuple_0(X0),k14_xtuple_0(X1)),k14_xtuple_0(k4_xboole_0(X0,X1))) [cnf transformation 22] {a:0,w:10,wCS:4000,nSel:1,sine:255,thAx:0,allAx:1,thDist:-1}
37. k5_xboole_0(X0,X1) = k2_xboole_0(k4_xboole_0(X0,X1),k4_xboole_0(X1,X0)) [cnf transformation 23] {a:0,w:11,wCS:4400,nSel:1,sine:255,thAx:0,allAx:1,thDist:-1}
38. r1_tarski(k2_xboole_0(X0,X2),k2_xboole_0(X1,X3)) | ~r1_tarski(X2,X3) | ~r1_tarski(X0,X1) [cnf transformation 29] {a:0,w:13,wCS:5200,nSel:1,sine:1,thAx:0,allAx:1,thDist:-1}
42. k2_xboole_0(X0,X1) = k2_xboole_0(X1,X0) [cnf transformation 3] {a:0,w:7,wCS:2800,nSel:1,sine:2,thAx:0,allAx:1,thDist:-1}
44. 1 <=> r1_tarski(k5_xboole_0(k14_xtuple_0(sK0),k14_xtuple_0(sK1)),k14_xtuple_0(k5_xboole_0(sK0,sK1))) [avatar definition]
46. ~r1_tarski(k5_xboole_0(k14_xtuple_0(sK0),k14_xtuple_0(sK1)),k14_xtuple_0(k5_xboole_0(sK0,sK1))) <- (~1) [avatar component clause 44] {a:0,w:10,wCS:1000,nSel:1,goal:1,sine:255,thAx:0,allAx:2,thDist:-2}
47. ~1 [avatar split clause 32,44]
57. k2_xboole_0(k4_xboole_0(X4,X3),k4_xboole_0(X3,X4)) = k5_xboole_0(X3,X4) [superposition 37,42] {a:1,w:11,wCS:4400,nSel:1,sine:2,thAx:0,allAx:2,thDist:-2}
76. r1_tarski(k2_xboole_0(X13,X14),k14_xtuple_0(k2_xboole_0(X11,X12))) | ~r1_tarski(X14,k14_xtuple_0(X12)) | ~r1_tarski(X13,k14_xtuple_0(X11)) [superposition 38,35] {a:1,w:16,wCS:6400,nSel:1,sine:1,thAx:0,allAx:2,thDist:-2}
214. r1_tarski(k5_xboole_0(X20,X19),k14_xtuple_0(k2_xboole_0(X21,X22))) | ~r1_tarski(k4_xboole_0(X20,X19),k14_xtuple_0(X22)) | ~r1_tarski(k4_xboole_0(X19,X20),k14_xtuple_0(X21)) [superposition 76,57] {a:2,w:20,wCS:8000,nSel:1,sine:1,thAx:0,allAx:4,thDist:-4}
1074. ~r1_tarski(k4_xboole_0(X27,X26),k14_xtuple_0(k4_xboole_0(X24,X25))) | ~r1_tarski(k4_xboole_0(X26,X27),k14_xtuple_0(k4_xboole_0(X25,X24))) | r1_tarski(k5_xboole_0(X26,X27),k14_xtuple_0(k5_xboole_0(X25,X24))) [superposition 214,57] {a:3,w:24,wCS:9600,nSel:1,sine:1,thAx:0,allAx:6,thDist:-6}
5594. $false <- (~1) [unit resulting resolution 46,36,36,1074] {a:4,w:0,goal:1,sine:1,thAx:0,allAx:10,thDist:-10}
5602. 1 [avatar contradiction clause 5594]
5608. $false [avatar sat refutation 47,5602] {a:0,w:0,goal:1,sine:0,thAx:0,allAx:13,thDist:-13}
% SZS output end Proof for xtuple_0__t46_xtuple_0
% ------------------------------
% Version: Vampire 4.5.1 (commit 226f88162 on 2021-09-12 20:13:44 +0200)
% Termination reason: Refutation

% >>> Input
% Input formulas: 18
% Introduced skolems: 2
% 
% >>> Saturation
% Initial clauses: 11
% Generated clauses: 5571
% Active clauses: 123
% Passive clauses: 3960
% Final active clauses: 123
% Final passive clauses: 3519
% Main loop iterations started: 441
% 
% >>> Simplifying Inferences
% Duplicate literals: 12
% Fw subsumption resolutions: 6
% Fw demodulations: 736
% 
% >>> Deletion Inferences
% Simple tautologies: 33
% Forward subsumptions: 966
% Fw demodulations to eq. taut.: 169
% 
% >>> Generating Inferences
% Binary resolution: 42
% Unit resulting resolution: 1
% Forward superposition: 2853
% Backward superposition: 1884
% Self superposition: 25
% 
% >>> AVATAR
% Sat splitting refutations: 1
% 
% >>> SAT Solver Statistics
% SAT solver clauses: 4
% SAT solver unit clauses: 2
% 
% Memory used [KB]: 14456
% Time elapsed: 0.088 s
% ------------------------------
% ------------------------------
% Time measurement results:
% term sharing: 0.026 s
% backward subsumption index maintenance: 0.001 s
% forward subsumption: 0.007 s
% forward subsumption resolution: 0.003 s
% forward demodulation: 0.039 s ( own 0.026 s ) 
% unit resulting resolution: 0.003 s ( own 0.002 s ) 
% superposition: 0.024 s ( own 0.012 s ) 
% passive container maintenance: 0.003 s
% other: 0.088 s ( own 0.008 s ) 

